Date,Year,SolarDay,Period,State ,Site,Exclosure/Control,Rep,Order,Total Number,Size Class <5mm,Size Class >5mm,BigFrac,Notes,EXCLUDE
7/29/2015,2015,220,3,CT,Hammo,Control,1,Spider,31,30,1,0.032258065,,no
7/29/2015,2015,220,3,CT,Hammo,Control,2,Amphipoda,15,6,9,0.6,,no
7/29/2015,2015,220,3,CT,Hammo,Control,2,Coleoptera,2,2,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Control,2,Diptera,5,5,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Control,2,Hemiptera,95,89,6,0.063157895,,no
7/29/2015,2015,220,3,CT,Hammo,Control,2,Hymenoptera,5,4,1,0.2,,no
7/29/2015,2015,220,3,CT,Hammo,Control,2,Orthoptera,1,0,1,1,,no
7/29/2015,2015,220,3,CT,Hammo,Control,2,Snail,25,5,20,0.8,,no
7/29/2015,2015,220,3,CT,Hammo,Control,2,Spider,23,23,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Control,2,Tysanoptera,5,5,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Control,3,Amphipoda,14,8,6,0.428571429,,no
7/29/2015,2015,220,3,CT,Hammo,Control,3,Diptera,2,2,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Control,3,Hemiptera,50,46,4,0.08,,no
7/29/2015,2015,220,3,CT,Hammo,Control,3,Hymenoptera,1,1,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Control,3,Isopoda,12,11,1,0.083333333,,no
7/29/2015,2015,220,3,CT,Hammo,Control,3,Orthoptera,1,0,1,1,,no
7/29/2015,2015,220,3,CT,Hammo,Control,3,Snail,85,29,56,0.658823529,,no
7/29/2015,2015,220,3,CT,Hammo,Control,3,Spider,7,7,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,1,Amphipoda,30,21,9,0.3,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,1,Coleoptera,1,0,1,1,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,1,Diptera,21,21,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,1,Hemiptera,65,61,4,0.061538462,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,1,Hymenoptera,5,5,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,1,Orthoptera,26,25,1,0.038461538,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,1,Snail,90,20,70,0.777777778,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,1,Spider,32,30,2,0.0625,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,1,Unknown,1,0,1,1,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,2,Amphipoda,38,23,15,0.394736842,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,2,Diptera,1,1,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,2,Hemiptera,57,53,4,0.070175439,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,2,Isopoda,18,18,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,2,Orthoptera,24,24,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,2,Snail,119,27,92,0.773109244,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,2,Spider,27,26,1,0.037037037,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,3,Amphipoda,5,1,4,0.8,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,3,Coleoptera,1,0,1,1,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,3,Diptera,4,4,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,3,Hemiptera,9,8,1,0.111111111,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,3,Snail,120,57,63,0.525,,no
7/29/2015,2015,220,3,CT,Hammo,Exclosure,3,Spider,7,7,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,1,Amphipoda,1,0,1,1,,no
8/15/2015,2015,237,4,CT,Hammo,Control,1,Coleoptera,1,1,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,1,Hemiptera,67,66,1,0.014925373,,no
8/15/2015,2015,237,4,CT,Hammo,Control,1,Hymenoptera,1,1,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,1,Isopoda,8,8,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,1,Orthoptera,2,0,2,1,,no
8/15/2015,2015,237,4,CT,Hammo,Control,1,Snail,4,0,4,1,,no
8/15/2015,2015,237,4,CT,Hammo,Control,1,Spider,6,6,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,1,Thysanoptera,1,1,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,2,Amphipoda,5,3,2,0.4,,no
8/15/2015,2015,237,4,CT,Hammo,Control,2,Hemiptera,78,77,1,0.012820513,,no
8/15/2015,2015,237,4,CT,Hammo,Control,2,Hymenoptera,2,0,2,1,,no
8/15/2015,2015,237,4,CT,Hammo,Control,2,Isopoda,13,13,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,2,Snail,36,6,30,0.833333333,,no
8/15/2015,2015,237,4,CT,Hammo,Control,2,Spider,20,18,2,0.1,,no
8/15/2015,2015,237,4,CT,Hammo,Control,2,Thysanoptera,3,3,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,3,Amphipoda,4,3,1,0.25,,no
8/15/2015,2015,237,4,CT,Hammo,Control,3,Coleoptera,3,3,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,3,Diptera,1,1,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,3,Hemiptera,82,81,1,0.012195122,,no
8/15/2015,2015,237,4,CT,Hammo,Control,3,Hymenoptera,2,2,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,3,Isopoda,13,13,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,3,Snail,7,3,4,0.571428571,,no
8/15/2015,2015,237,4,CT,Hammo,Control,3,Spider,18,17,1,0.055555556,,no
8/15/2015,2015,237,4,CT,Hammo,Control,3,Tysanoptera,1,1,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Control,3,Unknown,1,1,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,1,Amphipoda,6,3,3,0.5,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,1,Diptera,2,2,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,1,Hemiptera,120,119,1,0.008333333,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,1,Hymenoptera,3,3,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,1,Isopoda,18,17,1,0.055555556,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,1,Snail,25,11,14,0.56,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,1,Spider,19,19,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,1,Unknown #1,1,1,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,2,Amphipoda,17,11,6,0.352941176,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,2,Coleoptera,2,2,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,2,Coleoptera Larvae,1,1,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,2,Diptera,5,5,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,2,Hemiptera,148,148,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,2,Hymenoptera,4,4,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,2,Isopoda,12,12,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,2,Snail,33,3,30,0.909090909,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,2,Spider,27,19,8,0.296296296,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,3,Amphipoda,13,5,8,0.615384615,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,3,Diptera,2,2,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,3,Hemiptera,135,135,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,3,Hymenoptera,1,1,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,3,Isopoda,8,8,0,0,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,3,Snail,47,21,26,0.553191489,,no
8/15/2015,2015,237,4,CT,Hammo,Exclosure,3,Spider,22,18,4,0.181818182,,no
5/28/2014,2014,158,1,ME,Asparagus,Control,1,Hemiptera,2,1,1,0.5,,no
5/28/2014,2014,158,1,ME,Asparagus,Control,1,Spider,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Asparagus,Control,2,Coleoptera,1,0,1,1,,no
5/28/2014,2014,158,1,ME,Asparagus,Control,2,Diptera,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Asparagus,Control,2,Hymenoptera,1,0,1,1,,no
5/28/2014,2014,158,1,ME,Asparagus,Control,2,Spider,1,1,0,0,,no
5/28/2014,2014,158,1,ME,Asparagus,Control,3,Hemiptera,2,2,0,0,,no
5/28/2014,2014,158,1,ME,Asparagus,Control,3,Spider,1,0,1,1,,no
6/27/2014,2014,188,2,ME,Asparagus,Control,1,Amphipoda,2,2,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Control,1,Hemiptera,14,12,2,0.142857143,,no
6/27/2014,2014,188,2,ME,Asparagus,Control,2,Amphipoda,3,3,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Control,2,Coleoptera,4,4,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Control,2,Hemiptera,5,5,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Control,3,Amphipoda,4,4,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Control,3,Coleoptera,1,1,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Control,3,Hemiptera,17,17,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Control,3,Hymenoptera,1,1,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Control,3,Spider,1,1,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Exclosure,1,Amphipoda,3,3,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Exclosure,1,Hemiptera,2,2,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Exclosure,1,Spider,1,0,1,1,,no
6/27/2014,2014,188,2,ME,Asparagus,Exclosure,2,Hemiptera,5,5,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Exclosure,2,Hymenoptera,1,1,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Exclosure,3,Amphipoda,3,0,3,1,,no
6/27/2014,2014,188,2,ME,Asparagus,Exclosure,3,Coleoptera,1,1,0,0,,no
6/27/2014,2014,188,2,ME,Asparagus,Exclosure,3,Hemiptera,4,0,4,1,,no
6/27/2014,2014,188,2,ME,Asparagus,Exclosure,3,Spider,1,0,1,1,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,1,Amphipoda,23,16,7,0.304347826,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,1,Coleoptera,1,0,1,1,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,1,Diptera,12,12,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,1,Hemiptera,35,30,5,0.142857143,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,1,Isopoda,5,5,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,1,Orthoptera,1,1,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,1,Spider,13,13,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,2,Amphipoda,6,3,3,0.5,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,2,Coleoptera,4,2,2,0.5,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,2,Diptera,14,14,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,2,Hemiptera,77,69,8,0.103896104,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,2,Isopoda,3,3,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,2,Orthoptera,3,0,3,1,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,2,Snail,1,0,1,1,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,2,Spider,20,20,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,3,Amphipoda,6,6,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,3,Diptera,7,6,1,0.142857143,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,3,Hemiptera,69,65,4,0.057971014,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,3,Isopoda,2,2,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,3,Orthoptera,1,0,1,1,,no
7/30/2014,2014,221,3,ME,Asparagus,Control,3,Spider,6,5,1,0.166666667,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,1,Amphipoda,3,2,1,0.333333333,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,1,Diptera,4,4,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,1,Hemiptera,48,43,5,0.104166667,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,1,Orthoptera,5,3,2,0.4,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,1,Snail,3,0,3,1,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,1,Spider,9,9,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,2,Amphipoda,8,8,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,2,Diptera,1,1,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,2,Hemiptera,16,15,1,0.0625,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,2,Isopoda,2,2,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,2,Orthoptera,1,0,1,1,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,2,Spider,3,3,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,3,Amphipoda,20,17,3,0.15,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,3,Diptera,10,10,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,3,Hemiptera,27,27,0,0,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,3,Snail,1,0,1,1,,no
7/30/2014,2014,221,3,ME,Asparagus,Exclosure,3,Spider,18,18,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,1,Amphipoda,5,4,1,0.2,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,1,Hemiptera,2,2,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,1,Isopoda,1,1,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,1,Spider,3,3,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,2,Amphipoda,5,3,2,0.4,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,2,Diptera,1,1,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,2,Isopoda,1,1,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,2,Orthoptera,1,0,1,1,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,2,Spider,6,6,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,3,Amphipoda,30,18,12,0.4,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,3,Hemiptera,3,3,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,3,Hymenoptera,1,1,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,3,Isopoda,15,15,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,3,Orthoptera,2,0,2,1,,no
8/19/2014,2014,241,4,ME,Asparagus,Control,3,Spider,28,26,2,0.071428571,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,1,Amphipoda,11,6,5,0.454545455,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,1,Hemiptera,2,2,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,1,Isopoda,1,0,1,1,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,1,Lepidoptera,1,0,1,1,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,1,Mites,2,2,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,1,Orthoptera,4,0,4,1,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,1,Spider,15,14,1,0.066666667,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,2,Amphipoda,11,9,2,0.181818182,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,2,Coleoptera,2,1,1,0.5,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,2,Mites,3,3,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,2,Orthoptera,1,0,1,1,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,2,Spider,11,6,5,0.454545455,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,3,Amphipoda,10,6,4,0.4,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,3,Hemiptera,2,2,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,3,Hymenoptera,1,1,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,3,Isopoda,2,2,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,3,Mites,4,4,0,0,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,3,Orthoptera,6,0,6,1,,no
8/19/2014,2014,241,4,ME,Asparagus,Exclosure,3,Spider,21,17,4,0.19047619,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,1,Amphipoda,3,0,3,1,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,1,Coleoptera,1,1,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,1,Diptera,1,1,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,1,Diptera,1,1,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,1,Hemiptera,2,2,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,1,Hemiptera,1,1,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,1,Hymenoptera,1,1,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,1,Isopoda,2,2,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,1,Spider,3,1,2,0.666666667,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,1,Spider,1,1,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,2,Amphipoda,3,0,3,1,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,2,Coleoptera,1,1,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,2,Hemiptera,4,4,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,2,Hemiptera,1,1,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,2,Isopoda,1,1,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,2,Isopoda,2,2,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,2,Snail,1,1,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,2,Spider,2,1,1,0.5,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,2,Spider,2,2,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,3,Amphipoda,3,0,3,1,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,3,Amphipoda,2,0,2,1,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,3,Coleoptera,1,1,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,3,Coleoptera,4,2,2,0.5,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,3,Hemiptera,2,2,0,0,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,3,Spider,6,4,2,0.333333333,,no
5/27/2015,2015,157,1,ME,Asparagus,Control,3,Spider,4,1,3,0.75,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,1,Amphipoda,12,12,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,1,Coleoptera,2,2,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,1,Diptera,2,2,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,1,Hemiptera,22,22,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,1,Snail,2,2,1,0.5,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,1,Spider,6,5,1,0.166666667,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,2,Amphipoda,27,26,1,0.037037037,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,2,Diptera,1,1,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,2,Hemiptera,26,26,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,2,Hymenoptera,1,1,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,2,Spider,3,2,1,0.333333333,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,3,Amphipoda,21,21,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,3,Hemiptera,4,4,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Control,3,Spider,4,2,2,0.5,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,1,Amphipoda,24,24,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,1,Coleoptera,1,1,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,1,Hemiptera,4,4,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,1,Spider,2,2,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,2,Amphipoda,7,7,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,2,Coleoptera,4,3,1,0.25,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,2,Hemiptera,12,12,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,3,Amphipoda,113,112,1,0.008849558,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,3,Diptera,3,3,0,0,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,3,Hemiptera,34,32,2,0.058823529,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,3,Spider,7,4,3,0.428571429,,no
6/25/2015,2015,186,2,ME,Asparagus,Exclosure,3,Unknown,1,0,1,1,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,1,Amphipoda,6,6,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,1,Diptera,2,2,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,1,Hemiptera,51,46,5,0.098039216,Changed total count from 49 to 51,no
7/22/2015,2015,213,3,ME,Asparagus,Control,1,Spider,18,16,2,0.111111111,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,2,Amphipoda,50,37,13,0.26,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,2,Diptera,10,9,1,0.1,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,2,Hemiptera,67,65,2,0.029850746,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,2,Spider,23,23,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,2,Thysanoptera,1,1,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,3,Amphipoda,34,27,7,0.205882353,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,3,Diptera,13,13,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,3,Hemiptera,31,22,9,0.290322581,,no
7/22/2015,2015,213,3,ME,Asparagus,Control,3,Spider,27,23,4,0.148148148,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,1,Amphipoda,42,38,4,0.095238095,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,1,Diptera,10,10,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,1,Hemiptera,60,59,1,0.016666667,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,1,Hymenoptera,1,1,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,1,Isopoda,2,2,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,1,Spider,27,26,1,0.037037037,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,2,Amphipoda,29,22,7,0.24137931,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,2,Diptera,6,5,1,0.166666667,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,2,Hemiptera,37,30,7,0.189189189,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,2,Spider,4,4,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,3,Amphipoda,82,70,12,0.146341463,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,3,Diptera,27,27,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,3,Hemiptera,102,88,14,0.137254902,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,3,Hymenoptera,3,3,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,3,Isopoda,3,3,0,0,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,3,Orthoptera,2,0,2,1,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,3,Spider,25,24,1,0.04,,no
7/22/2015,2015,213,3,ME,Asparagus,Exclosure,3,Tysanoptera,1,1,0,0,,no
9/4/2015,2015,257,4,ME,Asparagus,Control,1,Amphipoda,5,2,3,0.6,,no
9/4/2015,2015,257,4,ME,Asparagus,Control,1,Diptera,1,1,0,0,,no
9/4/2015,2015,257,4,ME,Asparagus,Control,1,Hemiptera,2,2,0,0,,no
9/4/2015,2015,257,4,ME,Asparagus,Control,1,Spider,2,1,1,0.5,,no
9/4/2015,2015,257,4,ME,Asparagus,Control,2,Amphipoda,2,2,0,0,,no
9/4/2015,2015,257,4,ME,Asparagus,Control,2,Spider,3,2,1,0.333333333,,no
9/4/2015,2015,257,4,ME,Asparagus,Control,3,Amphipoda,2,0,2,1,,no
9/4/2015,2015,257,4,ME,Asparagus,Control,3,Coleoptera,1,0,1,1,,no
9/4/2015,2015,257,4,ME,Asparagus,Control,3,Hemiptera,1,1,0,0,,no
9/4/2015,2015,257,4,ME,Asparagus,Control,3,Isopoda,1,0,1,1,,no
9/4/2015,2015,257,4,ME,Asparagus,Control,3,Spider,3,2,1,0.333333333,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,1,Amphipoda,4,3,1,0.25,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,1,Diptera,1,0,1,1,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,1,Hemiptera,4,4,0,0,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,1,Isopoda,1,1,0,0,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,1,Spider,7,1,6,0.857142857,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,2,Amphipoda,10,4,6,0.6,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,2,Coleoptera,1,0,1,1,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,2,Collembola,1,1,0,0,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,2,Hemiptera,9,9,0,0,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,2,Spider,3,0,3,1,,no
9/4/2015,2015,257,4,ME,Asparagus,Exclosure,2,Ticks and Mites,2,2,0,0,,no
